title,time,fake or real,topic
هذا الفيديو المتداول قديم، يظهر محاولة سرقة في مدينة هيوستن الأمريكية وليس لندن,1 أغسطس 2022,fake,مستشفى
هذه اللقطة المتداولة قديمة تظهر سرقة صيدلية في بلجيكا وليس سيدي بلعباس,31 يوليو 2022,fake,نفسي
هذا الفيديو قديم يعود لعام 2017، ولا علاقة له بالأحوال الجوية التي شهدتها مدينة أبها مؤخرا,29 يوليو 2022,fake,سياسي
هذا المقطع معدل رقميا، ولا يظهر تغير لون الحرباء بشكل طبيعي,28 يوليو 2022,fake,مرض
هذا المقطع المتداول لا يظهر غرق مركبة في اليمن بل في وادي بني غافر في سلطنة عمان,28 يوليو 2022,fake,رئيس
هذه الصور المتداولة قديمة، والسعر المعلن لبيع هذه السيارة غير صحيح,27 يوليو 2022,fake,سياسة
هذه الصورة من فرنسا ولا علاقة لها بحرائق بوقرنين التونسية,26 يوليو 2022,fake,علاج
هذا المقطع المتداول قديم، التقط في شلال باتالباني في الهند وليس اليمن,26 يوليو 2022,fake,مستشفى
هذه الصورة المتداولة قديمة ومفبركة، ولا صحة لتدنيس معلم تاريخي في تونس مؤخرا,24 يوليو 2022,fake,صحة
هذا المقطع يظهر حجاجا توفوا بسبب التدافع في موسم حج عام 2015,24 يوليو 2022,fake,نفسي
هذا المقطع قديم، ويظهر عملية إخماد حرائق الغابات باستخدام الحريق المضاد,23 يوليو 2022,fake,طب
الأفيليون هو حدث فلكي سنوي، ولا يتسبب بإحداث تغييرات كبيرة على الطقس,22 يوليو 2022,fake,ديمقراطية
هذه المنشورات احتيالية، والأجهزة الكهربائية ليست مخصصة للتبرع بل معروضة للبيع,18 يوليو 2022,fake,مباراة
هذا المقطع لا يعود للخطوط الجوية العراقية أو الإيرانية، بل للخطوط الجوية الصينية,18 يوليو 2022,fake,رئيس
لا صحة لإعلان وزارة الاتصالات العراقية عن تحويل جميع خدمات الإنترنت عبر الكابل الضوئي,18 يوليو 2022,fake,صحة
هذه المشاهد تعود لتجربة فرضية لقطار الحرمين نفذت عام 2019، ولا تظهر حادثا حقيقيّا,18 يوليو 2022,fake,برلمان
هذا المقطع المتداول قديم، ولا يظهر الحرائق المندلعة في المغرب مؤخراً,16 يوليو 2022,fake,جهاز
هذه المشاهد قديمة ولا تظهر قمع احتجاجات ضد غلاء الأسعار في هولندا مؤخرًا,16 يوليو 2022,fake,نفسي
هذا المقطع متداول منذ عام 2021، ولا يظهر انفجارًا في حقل نفط في سلطنة عُمان,16 يوليو 2022,fake,نفسي
هذا المقطع غير حقيقي ولا يظهر سيارة عسكرية في أوكرانيا بل مصمم عبر الحاسوب,15 يوليو 2022,fake,رئيس
هذا المقطع المتداول يصور جريمة وقعت في تركيا وليس امرأة تقتل زوجها في العراق,15 يوليو 2022,fake,دواء
هذه الصور تصميم خيالي لا علاقة له بشركة أبل، ولا صحة لإصدارها هاتفا باسم iPhone 14,14 يوليو 2022,fake,صحة
الفلورايد في معجون الأسنان آمن ولا يؤثر على معدل الذكاء أو الزهايمر,12 يوليو 2022,fake,رياضة
هذه المقطع المتداول يعود لفيديو مركب رقميًا وآخر قديم، وليس إلى سقوط طائرة حجاج إندونيسية,10 يوليو 2022,fake,جهاز
هذه الصورة المتداولة تظهر موقعا تراثيا في البرتغال وليس بئرا في اليمن,3 يوليو 2022,fake,نفسي
هذا المقطع يظهر تنظيف بئر ماء في السعودية، وليس اكتشاف بحر في صحراء الأنبار,1 يوليو 2022,fake,تنس
هذا الحطام لا يعود إلى بقايا سيارة مفخخة والدخول إلى المتحف مجاني,1 يوليو 2022,fake,رئيس
الصورة التي قيل أنها تجمع هؤلاء الإعلاميين المصريين أمام لافتة الترحيب بأمير قطر في مصر مركبة,30 يونيو 2022,fake,تنس
ادعاء زائف: عصير الشمندر يقضي على الخلايا السرطانية في 42 يوم,30 يونيو 2022,fake,وباء
ادعاء زائف: شرب منقوع أوراق التوت يقضي على مرض السكري نهائيا,30 يونيو 2022,fake,مرض
هذه الصورة المتداولة لا تعود إلى مشروع فندق تحت الماء في دبي,29 يونيو 2022,fake,رئيس
لم تعلن الفيفا تجميد تأهل منتخبي تونس والكاميرون لبطولة كأس العالم قطر 2022,29 يونيو 2022,fake,ذكاء اصطناعي
هذا المقطع لا يظهر طفلة تبكي إثر سماع تسجيل صوتي لوالدتها المتوفاة,29 يونيو 2022,fake,إنترنت
هذه الصورة قديمة ولا تظهر اعتداءً على مدرب المنتخب الإيطالي للسباحة في وهران,29 يونيو 2022,fake,نفسي
هذا الفيديو المتداول لا يظهر القمر حقيقة، بل هو عمل فني صممه رقميا فنان أوكراني,29 يونيو 2022,fake,رئيس
وزارة التخطيط تنفي نيتها العمل على تحديد النسل في العراق,28 يونيو 2022,fake,تنس
هذه المشاهد المتداولة قديمة ولا علاقة لها بانتحار سائق أجرة في مدينة فاس مؤخرا,28 يونيو 2022,fake,تقنية
هذا المقطع قديم ولا يظهر حريق حديث في منشأة نفطية جزائرية,28 يونيو 2022,fake,مستشفى
هذه الصورة المتداولة لا تظهر المتهم بقتل الطالبة المصرية نيرة رفقة الممثل محمد رمضان,27 يونيو 2022,fake,رئيس
هذا المقطع لا يظهر لحظة النطق بالحكم على المتهم بقتل الطالبة المصرية نيرة أشرف,27 يونيو 2022,fake,ذكاء اصطناعي
لا صحة لإعلان ناسا عن انفجار مرتقب يضرب الأرض الإثنين المقبل وينهي العالم,27 يونيو 2022,fake,صحة
هذه المشاهد متداولة منذ عام 2018، ولا تظهر لحظة وقوع زلزال أفغانستان مؤخرا,26 يونيو 2022,fake,نفسي
هذه الصورة تعود لمطار في الصين، ولا تظهر مخططًا لمطار القليعات في لبنان,26 يونيو 2022,fake,نفسي
هذا المقطع المتداول قديم، ولا علاقة له بالاعتداء على مسنة سورية في تركيا مؤخرا,25 يونيو 2022,fake,علاج
لا صحة لخبر وفاة الفنان السوري رشيد عساف إثر نوبة قلبية,25 يونيو 2022,fake,صحة
هذا المقطع يعود إلى الصين، ولا يظهر فتح أحد السدود في تركيا استعدادًا لموجة أمطار غزيرة,24 يونيو 2022,fake,وباء
هذه الصورة لا تظهر العالم العراقي عبد الجبار عبد الله رفقة الفيزيائي ألبرت إنشتاين,22 يونيو 2022,fake,رئيس
هذه الصورة معدلة رقميّا وليست صورة حقيقية للسماء خلف الأهرامات,21 يونيو 2022,fake,رياضة
لا لم تعلن هذه المنتخبات رفضها مواجهة الكاميرون في بطولة كأس العالم 2022,21 يونيو 2022,fake,نفسي
قصة هبوط طائرة في البرازيل عام 1989 بعد اختفائها لمدة 35 عاما لا أساس لها من الصحة,19 يونيو 2022,fake,دواء
هذه الصورة المتداولة ليست لمدينة المرج الليبية بل لقرية سولوسوفا البولندية,18 يونيو 2022,fake,صحة
هذا المقطع المتداول قديم، ولا علاقة له بالحريق الذي نشب مؤخرا في الولايات المتحدة الأمريكية,18 يونيو 2022,fake,صحي
هذا المقطع قديم ويظهر الاعتداء على متهم بخطف الأطفال في الهند عام 2020,16 يونيو 2022,fake,وباء
هذه الصورة لا تظهر طائرة مسيرة مصرية الصنع، بل طائرة مسيرة صينية عرضت عام 2012,15 يونيو 2022,fake,رئيس
هذه الصورة لا تظهر رفع شعار الحوثيين على سور الصين بل هي صورة قديمة من محافظة نينوى بالعراق,13 يونيو 2022,fake,رئيس
هذا المقطع قديم ومتداول منذ عام 2020 على أنه لنزاع عشائري في العراق,13 يونيو 2022,fake,دواء
هذه الصورة قديمة ولا علاقة لها بطبيبين اتفقا على إجراء 313 عملية جراحية مهرا لزواجهما,12 يونيو 2022,fake,علاج
هذا المقطع مفبرك، ولا صحة لحديث رئيس شركة فايزر حول تقليص سكان العالم,9 يونيو 2022,fake,صحة
هذه الصورة المتداولة ليست للممثل المصري سمير صبري بل للفنان الأمريكي بروس لي,9 يونيو 2022,fake,لعبة
هذا المقطع التقط في أحد مساجد المغرب وليس في العاصمة اليمنية صنعاء,8 يونيو 2022,fake,دواء
منظمة الصحة العالمية لم تصرح أن الجرعة الثالثة للقاح فايزر تسبب ضعف وتحول جنسي,7 يونيو 2022,fake,تطبيق
هذه الصورة لا تظهر تنبؤ مسلسل سيمبسون بتأهل الجزائر للمشاركة في كأس العالم 2022,7 يونيو 2022,fake,علاج
لا صحة لخبر تأخر موعد رحلات مترو أنفاق القاهرة لمدة 10 أيام بسبب أعطال فنية,6 يونيو 2022,fake,صحة
هذه الصورة لشبه صحراء تقع في إسبانيا، وليست من مدينة غريان في ليبيا,6 يونيو 2022,fake,تنس
هذه الصورة المتداولة مفبركة، وصحيفة نيويورك لم تؤيد فكرة الأرض المسطحة,5 يونيو 2022,fake,تحديث
هذا المقطع مفبرك، ولم يدل إيلون ماسك بشهادته في قضية جوني ديب وآمبر هيرد,3 يونيو 2022,fake,دواء
هذه الصورة لا تظهر نعل رائد الفضاء الذي ارتداه خلال هبوطه على سطح القمر,31 مايو 2022,fake,رياضة
هذا الفيديو لا يظهر حوت الأُوركا على شواطئ الجزائر بل التقط في نيوزيلندا,31 مايو 2022,fake,رئيس
هذه الصورة تظهر استقبال الجماهير لفريق نادي ليفربول لكرة القدم عام 2019,31 مايو 2022,fake,كرة القدم
محمد صلاح أهدى المدرب أنشيلوتي قميصه عام 2018، وليس بعد مباراته الأخيرة أمام ريال مدريد,31 مايو 2022,fake,طب
هذه الصورة من مقاطعة في جنوب الهند وليست لمحمية حوف في محافظة المهرة في اليمن,31 مايو 2022,fake,نفسي
هذا المقطع يظهر هتاف جماهير ليفربول الإنجليزي قبل نهائي دوري أبطال أوروبا وليس بعده,31 مايو 2022,fake,صحة
هذه الصورة هي لساحة اختبارات المركبات الفضائية التابعة لوكالة الفضاء الأوروبية,31 مايو 2022,fake,رياضة
هذه الصورة مفبركة ولا تظهر الرئيس الأمريكي يلتقط صورة أمام رفوف تسوق فارغة,31 مايو 2022,fake,رئيس
فيكتور جوميز هو حكم مباراة نهائي دوري أبطال افريقيا وليس بكاري جاساما,29 مايو 2022,fake,مباراة
لا صحة لإعلان منظمة الصحة العالمية عن حالة الطوارئ بسبب جدري القردة,29 مايو 2022,fake,صحة
هذا النصب الذي يظهر بعوضة عملاقة موجود في كندا وليس في مدينة سليمان التونسية,29 مايو 2022,fake,دواء
شبكة بي ان سبورت لم تعلن إنشاء قناة على فيسبوك لنقل مباريات كأس العالم 2022 مجانا,28 مايو 2022,fake,حكومة
قصة الرجل الذي تظاهر أنه أصم لسنوات لتجنب الاستماع إلى زوجته هي قصة خيالية ساخرة,28 مايو 2022,fake,تكنولوجيا
لا صحة لخبر إعلان ألمانيا إغلاق المطارات والموانئ والمعابر البرية لمدة خمسة أشهر,28 مايو 2022,fake,صحة
هذه الوصفة المتداولة حول علاج الربو بشكل نهائي بالقرنفل ، غير صحيحة,27 مايو 2022,fake,شبكة
الكويكب الذي سيمر قرب مدار الأرض يوم 27 مايو لا يشكل تهديدًا للأرض,26 مايو 2022,fake,قرار
هذه الصورة من سيمبسون لا تظهر تنبؤ المسلسل بفيروس جدري القردة,26 مايو 2022,fake,علاج
هذه الصورة لا تظهر مصحة نفسية في روسيا بل مشهدا من عرض مسرحي راقص في ألمانيا,26 مايو 2022,fake,رئيس
هذه المشاهد تعود إلى مسابقة، ولا تظهر إطلاق طيور محملة بالأمراض لنشر الأوبئة,23 مايو 2022,fake,رئيس
هذه الصورة المتداولة مفبركة، ولا صحة لتوقيع اللاعب المغربي أشرف بن شرقي لنادي الأهلي المصري,22 مايو 2022,fake,صحة
هذه الصورة مقتبسة من مشهد تمثيلي ولا تظهر اعتقال الممثل المعروف باسم “غضب الصحراء”,22 مايو 2022,fake,فريق
تمثال أبو الهول لم يغمض عينيه بشكل مفاجئ، والشائعات الواردة حوله غير صحيحة,19 مايو 2022,fake,حكومة
هذه الصورة قديمة من هولندا ولا تظهر نسر يصطاد طائرة تجسس في مصر,18 مايو 2022,fake,رئيس
إقرار الإسلام الدين الثاني على الأراضي الروسية – غير صحيح,17 مايو 2022,fake,مباراة
هذا الفيديو المتداول قديم، ولا علاقة له بالاحتجاجات التي شهدتها إيران مؤخرا,16 مايو 2022,fake,صحي
هذا الفيديو المتداول لعامل يعجن على الأرض بقدميه التقط في الهند وليس اليمن,15 مايو 2022,fake,جائزة
هذا الفيديو المتداول قديم، ولا يظهر اقتحام الأهالي مزرعة دواجن في إيران,15 مايو 2022,fake,مستشفى
هذا التصريح المنسوب لبابا الكنسية الأرثوذكسية تواضروس الثاني مفبرك,15 مايو 2022,fake,صحي
هذا المقطع لا يظهر أحد المعتقلين الذين خرجوا مؤخرًا من سجون سوريا بل مشهد تمثيلي,14 مايو 2022,fake,صحة
هذه الصورة قديمة وتعود إلى صربيا، ولا تظهر سماء الصين باللون الأحمر,13 مايو 2022,fake,لعبة
المشجع الذي اقتحم مباراة ريال مدريد ومانشستر سيتي لم يرفع العلم المغربيّ بل الألبانيّ,7 مايو 2022,fake,ذكاء اصطناعي
هذه المنشورات المتداولة زائفة، ولا دليل على وجود مؤسسة “بن كريم محمود” الخيرية,7 مايو 2022,fake,برلمان
هذا المقطع للحكم بكاري جاساما في المطار قديم ويعود لعام 2020,6 مايو 2022,fake,لعبة
هذه الصورة المتداولة قديمة وتظهر جسرًا في إيران، وليس في مصر,30 أبريل 2022,fake,رئيس
هذه المشاهد المتداولة مركبة، ولا صحة لاعتقال الحكم الغامبي بكاري جاساما,30 أبريل 2022,fake,صحة
الصورة التي قيل أنها تظهر كسوف الشمس من الفضاء غير حقيقية,29 أبريل 2022,fake,رئيس
هذه الصورة قديمة وليس لها علاقة بأحداث إقليم دارفور الأخيرة,29 أبريل 2022,fake,علاج
هذه المشاهد لا تُظهر استخدام الأحصنة كوسيلة نقل بسبب غلاء الأسعار في إنجلترا,28 أبريل 2022,fake,كرة القدم
هذه الصورة مفبركة، ولا صحة لخبر تعرض الإعلامي ابراهيم عيسى لوعكة صحية مفاجئة,25 أبريل 2022,fake,صحة
هذه الصورة تظهر تصميما مستقبليا لمدينة في الصين، وليس لنهر بردى في دمشق,24 أبريل 2022,fake,كرة القدم
هذه الصورة المتداولة لا تظهر جزيرة حنيش اليمنية بل جزيرة أوجاشيما اليابانية,24 أبريل 2022,fake,رئيس
هذا المقطع لاستقبال عيدروس الزبيدي في مدينة عدن قديم وليس بعد تأديته اليمين الدستوري,23 أبريل 2022,fake,تنس
هذا البيان المتداول مفبرك ولم يصدره الاتحاد الكاميروني لكرة القدم,23 أبريل 2022,fake,إنترنت
لا صحة لخبر إدارة الحكم الغامبي بكاري جاساما مباراة الإياب بين الأهلي والرجاء,21 أبريل 2022,fake,صحة
هذا المقطع لا يظهر قصفًا روسيّا على مدينة كييف بل يعود لانفجار مستودعٍ للذخيرة عام 2017,21 أبريل 2022,fake,رئيس
هذه الصورة المتداولة لا تظهر غابة في الجزائر بل طريقا سيارا في البرازيل,18 أبريل 2022,fake,رئيس
هذا المقطع للجمهور الجزائري في سويسرا قديم وليس من أمام مقر الفيفا,18 أبريل 2022,fake,تنس
هذه الصورة مركبة ولا تُظهر لقاءً جمع بين صامويل إيتو وبكاري جاساما في باريس مؤخرًا,18 أبريل 2022,fake,كرة القدم
هذا المقطع قديم، ولا يظهر جنازة المعلمين الذين قضوا في حادث سير في بابل مؤخرا,17 أبريل 2022,fake,وباء
هذه الصور لا تظهر القميص الرسمي لمنتخب اليابان، بل هي عمل فني قديم جرى استغلاله تجاريا,15 أبريل 2022,fake,رئيس
الصورة لمشروع السيارة الطائرة التركي، وليست طائرة على شكل سيارة تم صناعتها في الأنبار,14 أبريل 2022,fake,رئيس
هذه المشاهد قديمة ولا تُظهر اعتداء جماهير سودانية على الحكم الغامبي بكاري غاساما,13 أبريل 2022,fake,جهاز
هذا المقطع مفبرك وليس من غرفة التحكيم بمساعدة الفيديو (فار) خلال مباراة الجزائر والكاميرون الأخيرة,13 أبريل 2022,fake,مستشفى
هذه الصور مفبركة، ولم يتم طلاء طريق المشاة في المشاعر المقدسة باللون البنفسجي,13 أبريل 2022,fake,دواء
هذا الفيديو قديم، جرى تداوله في سياق أزمة سابقة لتوزيع الغاز المنزلي في تونس,10 أبريل 2022,fake,دواء
الترجمة التي يوفرها هذا المقطع غير صحيحة، ولا علاقة له بالطعن المقدم من الاتحاد الجزائري,10 أبريل 2022,fake,صحي
الاتحاد الدولي لكرة القدم (الفيفا) ينفي اعتزامه زيادة مدة مباريات كأس العالم قطر 2022,8 أبريل 2022,fake,لعبة
هذا الفيديو قديم، يصور حملة تضامن لمواجهة تداعيات كورونا في الجزائر وليس ضد التحكيم,7 أبريل 2022,fake,دواء
لا صحة لمقتل الحكم الغامبي بكاري جاساما عقب تحكيمه مباراة الجزائر والكاميرون الأخيرة,7 أبريل 2022,fake,صحة
هذا الفيديو المتداول تصميم رقمي قديم ولا يصور عروسة بحر حقيقية,5 أبريل 2022,fake,ابتكار
هذا المقطع ساخر من البرازيل وليس له علاقة بارتفاع أسعار الوقود في إيطاليا,4 أبريل 2022,fake,حكومة
هذه الصورة قديمة وتظهر احتفالات في صنعاء عام 2014 وليس لها علاقة باللواء جواس,26 مارس 2022,fake,كرة القدم
هذه الصورة المتداولة لمنشأة بلحاف اليمنية قديمة ولا تظهر عودة المنشأة للعمل مؤخرا,23 مارس 2022,fake,برلمان
هذه الصورة تعود لانفجارٍٍ وقع قرب مطار القاهرة عام 2018، ولا تُظهر احتراق مطار جازان,23 مارس 2022,fake,علاج
هذا المقطع قديم يعود لمدينة القصيم السعودية وليس في جيزان,22 مارس 2022,fake,مستشفى
هذا الفيديو قديم، يظهر عملية حصاد في البرازيل وليس عاصفة رملية مصطنعة في حدود العراق,22 مارس 2022,fake,مستشفى
هذا المقطع قديم ويظهر تدريبات عسكرية إيرانية وليس له علاقة بأوكرانيا,20 مارس 2022,fake,طب
هذا المقطع مفبرك ولا يظهر تأثر لجنة تحكيم ذا فويس إثر سماع الإنشاد,16 مارس 2022,fake,تكنولوجيا
هذا المقطع قديم يعود لحريق في مصنع ألبان عام 2019، ولا يُظهر إحراق مصنع زيوت في كربلاء,15 مارس 2022,fake,وباء
هذا المقطع قديم ولا يظهر راجمات صواريخ غراد روسية في أوكرانيا حديثًا,14 مارس 2022,fake,حكومة
هذه الحلقات من مسلسل سيمبسون لا تُظهر تنبؤ المسلسل بأحداث عالمية جرت مؤخرا,12 مارس 2022,fake,علاج
هذا المقطع يظهر تدريبات عسكرية روسية عام 2019 وليس من الحرب على أوكرانيا,11 مارس 2022,fake,فريق
الادعاءات الواردة في هذا المقطع حول اللقاحات ومخاطرها هي ادعاءات زائفة,4 مارس 2022,fake,حكومة
هذه المقطع قديم ولا يظهر عملية عسكرية نفذتها الطائرات الروسية ضد جنود أوكران,25 فبراير 2022,fake,جهاز
هذا المقطع قديم ويعود لمسيّرة تركية في سوريا عام 2020، وليس في أوكرانيا,25 فبراير 2022,fake,دواء
هذا المقطع قديم ومتداول منذ عام 2018 وليس له علاقة بالأحداث الأخيرة في مأرب,24 فبراير 2022,fake,وباء
هذه الصورة اقتبست من فيديو قديم يحاكي مستوى الرعاية لمرضى COVID-19 في كندا وليس فرنسا,23 فبراير 2022,fake,وباء
هذا المقطع يعود لعملية فحص بئر في كندا عام 2010، ولا يظهر البئر التي سقط بها الطفل ريّان,22 فبراير 2022,fake,وباء
هذه الصور قديمة وليس لها علاقة بالأحداث الأخيرة في السودان,22 فبراير 2022,fake,جهاز
هذه الصورة المتداولة قديمة التقطت عام 2010 في تايوان وليس الولايات المتحدة الأمريكية,20 فبراير 2022,fake,رئيس
هذه الصورة التقطت في ناميبيا وليست مخيمات نزوح شمال أربيل,20 فبراير 2022,fake,رياضة
هذه صورة “ملعب السنغال” في ضواحي مدينة دكار، وليس الملعب الذي سيحمل اسم “ساديو ماني”,19 فبراير 2022,fake,كرة القدم
هذه الصورة تعود لطفل باكستاني وليست للطفل حيدر الذي سقط في بئر مؤخرًا,19 فبراير 2022,fake,رياضة
هذه الصورة تعود إلى يوليو 2020، ولا تظهر رجلا صينيا حجز مقاعد متجاورة في قاعة سينما,18 فبراير 2022,fake,رئيس
لم تقم شرطة فرانكو باعتقال اللاعب يوهان كرويف لأنه سجل ثلاثية ضد ريال مدريد,15 فبراير 2022,fake,تكنولوجيا
هذا المقطع قديم من المغرب عام 2015 وليس له علاقة بالهند,14 فبراير 2022,fake,سياسي
هذه الصورة معدلة رقميًا ولا تظهر “بامية محصودة وفق الشريعة الإسلامية”,14 فبراير 2022,fake,برلمان
هذا المقطع تمثيلي توعوي في صنعاء اليمن وليس اختطاف حقيقي,14 فبراير 2022,fake,مستشفى
هذه الصورة مفبركة، ولا صحة لخبر تدهور الحالة الصحية للإعلامي “إبراهيم عيسى”,11 فبراير 2022,fake,صحة
هذه الصورة المتداولة قديمة ولا تظهر لاعب المنتخب السنغالي “ساديو ماني” رفقة والده,10 فبراير 2022,fake,برلمان
هذه الصورة معدلة رقميا، وكرسي الطائرة اليمنية الجديدة ليست فيه أي كتابات يدوية,9 فبراير 2022,fake,بطولة
هذا الفيديو المتداول قديم، ولا علاقة له بمباراة منتخبي مصر والكاميرون الأخيرة,8 فبراير 2022,fake,صحي
هذه صورة مفبركة لشعار حملة تحمل اسم ” قوتي بتعليمي”,7 فبراير 2022,fake,تكنولوجيا
وفاة الطفل ريان إثر سقوطه في بئر شمال المغرب خبر صحيح,6 فبراير 2022,real,رياضي
هذه الصورة ليست للطفل المغربي ريان بل صورة طفل سوري عام 2014,6 فبراير 2022,fake,لعبة
هذا المقطع يظهر إنقاذ طفل صيني من بئر وقع بها عام 2016، وليس الطفل المغربي “ريان”,6 فبراير 2022,fake,طب
هذه الصورة قديمة من سوريا وليست من عملية الحفر اليدوي لإنقاذ الطفل “ريان”,6 فبراير 2022,fake,فريق
هذه الصورة قديمة وتعود لطفل يمني، ولا علاقة لها بالطفل المغربي “ريان”,5 فبراير 2022,fake,علاج
هذه المشاهد قديمة وتظهر لحظة إنقاذ طفل عراقي من بئر، وليس الطفل المغربي ريان,5 فبراير 2022,fake,رئيس
هذا المقطع قديم وليس من عملية إنقاذ الطفل ريان بل لطفل عراقي,5 فبراير 2022,fake,رئيس
هذه الصورة المتداولة التقطت في سوريا عام 2018 ولا علاقة لها بالطفل المغربي “ريان”,5 فبراير 2022,fake,نفسي
هذه الصورة قديمة تعود لمحاولة إنقاذ طفل في سوريا، وليس عملية إنقاذ الطفل المغربي ريان,4 فبراير 2022,fake,جهاز
هذه الصور تظهر ضفدعا وليس سلحفاة من غير قوقعة,4 فبراير 2022,fake,صحة
هذه المشاهد قديمة ومتداولة منذ عام 2018 في السعودية، ولا تظهر قصفا حديثا على الإمارات,4 فبراير 2022,fake,نفسي
هذه الصور قديمة لا تظهر الطفل المغربي ريان بل طفلا عراقيا جرى إنقاذه في الموصل,4 فبراير 2022,fake,رئيس
هذه الصورة قديمة، لا تظهر منتخب غامبيا لكرة القدم بل طاقم طائرة سريلانكية,3 فبراير 2022,fake,رئيس
يُظهر هذا المقطع حريقًا في فندق العنوان في دبي عام 2016 وليس حديثًا,3 فبراير 2022,fake,دواء
هذه الصورة قديمة وتعود لإضاءة برج خليفة بألوان العلم التونسي عام 2021,30 يناير 2022,fake,فريق
هذه المشاهد المتداولة قديمة ولا علاقة لها بالأحوال الجوية التي تسود مصر حاليا,30 يناير 2022,fake,فريق
لا صحة لخبر وفاة مدرب المنتخب الغامبي في كأس الأمم الأفريقية في الكاميرون,29 يناير 2022,fake,صحة
هذه الصورة مفبركة ولا تظهر رجلا مسلحا في مباراة الجزائر وساحل العاج,29 يناير 2022,fake,مباراة
هذه المشاهد المتداولة قديمة ولا تظهر قصفا حديثا على مدينة صنعاء,29 يناير 2022,fake,مباراة
هذا المقطع قديم ولا يظهر حريق حديث في أبوظبي الإمارات,29 يناير 2022,fake,مستشفى
هذا المقطع المتداول عبارة عن عمل فني ولا يظهر اصطدام قمر صناعي بمحطة الفضاء الدولية,28 يناير 2022,fake,حكومة
هذه الصورة قديمة، ولا علاقة لها بالفريق المغربي الفائز بمسابقة ناسا الدولية لتطبيقات الفضاء,27 يناير 2022,fake,ابتكار
هذه الصورة قديمة وليست لانفجار حديث في مدينة صنعاء اليمنية,26 يناير 2022,fake,كرة القدم
لا، لم تصدر محكمة العدل الدولية قرارا بإلغاء جميع أشكال التطعيم ضد فيروس كورونا,25 يناير 2022,fake,جهاز
هذا المقطع قديم ويعود لزيارة البرهان منطقة أمبدة في العاصمة السودانية عام 2019,25 يناير 2022,fake,دواء
هذا المقطع يعود لاشتباكات قديمة في صنعاء عام 2017 وليس حديثًا,22 يناير 2022,fake,مستشفى
هذه الصورة تظهر طائر السُّبَد ذا الأذنين ولا وجود لحيوان يدعى “التلوز” انقرض منذ 4000 عام,21 يناير 2022,fake,طب
هذه المشاهد قديمة ولا تظهر حريقا في مطار دبي الدولي أو أبو ظبي,20 يناير 2022,fake,كرة القدم
هذه الصورة تظهر انفجار في منشأة نفط سعودية عام 2019 وليست من صنعاء,19 يناير 2022,fake,رئيس
هذه الصورة تعود لاحتراق طائرة في مطار دبي عام 2016 ولا علاقة لها بالأحداث الأخيرة,19 يناير 2022,fake,علاج
هذه الصورة المتداولة قديمة وتعود لحريق سوق عجمان الشعبي عام 2020,18 يناير 2022,fake,فريق
هذه الصورة المتداولة قديمة، ولا علاقة لها بملاعب كأس الأمم الأفريقية في الكاميرون 2021,17 يناير 2022,fake,علاج
هذا الفيديو يصور هزة أرضية في الصين وليس لحظة وقوع زلزال في مصر,16 يناير 2022,fake,دواء
هذه الصورة تعود لمومياء اكتُشفت في البيرو، ولا تظهر جثة انتشلت من مقابر جماعية في ليبيا,16 يناير 2022,fake,نفسي
هذا المقطع المتداول قديم ولا يظهر مذيعا يضحك بسبب التعادل السلبي بين سيراليون والجزائر,15 يناير 2022,fake,جهاز
هذه الصورة المتداولة قديمة، ولا تظهر إضاءة برج القاهرة بالعلم المغربي,14 يناير 2022,fake,برلمان
هذا المقطع قديم ولا يظهر أحمد أبو ريشة يحتفل بفوز رئيس البرلمان العراقي 2022,14 يناير 2022,fake,رئيس
هذا المقطع قديم ويعود لفيضانات في تركيا عام 2020 وليس له علاقة بفيضانات إيران الأخيرة,13 يناير 2022,fake,نفسي
هذه الصورة مفبركة ولا تظهر اللاعب لويس سواريز مع رئيس نادي الهلال السعودي,13 يناير 2022,fake,رئيس
هذا المقطع المتداول عبارة عن عمل فني رقمي، ولا يظهر نبتة حقيقية,11 يناير 2022,fake,حكومة
هذه الصور تعود للاعب كرة القدم الدنماركي “جيسبر ليندستروم” وليس ابن اللاعب مولر,10 يناير 2022,fake,رياضة
المنتخب النيجيري لكرة القدم لم يصل إلى الكاميرون مرتديا الزي العسكري,9 يناير 2022,fake,ذكاء اصطناعي
هذه الصور تظهر أسماكا تسبح في ممرات مائية في إحدى المدن اليابانية,9 يناير 2022,fake,تنس
هذا المقطع قديم ويعود لإحباط محاولة احتيال بدولارات مزورة في الإمارات,9 يناير 2022,fake,جهاز
هذه الصورة ليست لوصول لاعبي المغرب إلى الكاميرون بل لمعرض دولي للطائرات في سويسرا,8 يناير 2022,fake,رئيس
هذا المقطع لا يظهر اجتماعا بين البرهان وحمدوك قبل تقديم الأخير استقالته,7 يناير 2022,fake,صحة
هذا المقطع قديم، ويظهر حادث تدافع خلال توزيع مساعدات إحسانية في المغرب,6 يناير 2022,fake,صحي
هذه الصورة ليست لترعة المحمودية في الإسكندرية بل لقناة مائية في ميلانو الإيطالية,6 يناير 2022,fake,رئيس
هذه الصورة تظهر زينة العام الجديد في بلدة أولسيني في الجبل الأسود وليس في عين دراهم,5 يناير 2022,fake,نفسي
هذا المقطع ليس من جنازة الشيخ عبد الباسط عبد الصمد بل جنازة إمام أردني,4 يناير 2022,fake,حكومة
